#,접수번호,접수일자,검체유형,시설명,시료명,의뢰기관,의뢰자,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소,처리기간,처리일,수수료,항목수
,2792400226-02,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,103동 205호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
,2792400226-03,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,105동 1203호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
,2792400226-04,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,105동 1204호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
,2792400226-05,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,104동 1301호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
,2792400226-06,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,101동 2101호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
,2792400226-07,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,101동 2102호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
,2792400227-01,2024-08-05,실내공기질/실내공기질/기존공동주택,,장자호수공원역 집수정,경기도,철도건설과장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,철도건설과-10659,2024-08-01,경기도보건환경연구원북부지원-11936,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 북부청사,,,,2024-08-05,구리시 수택동 878-4,0,,0,1
,2792400227-02,2024-08-05,실내공기질/실내공기질/기존공동주택,,S1 환기구 집수정,경기도,철도건설과장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,철도건설과-10659,2024-08-01,경기도보건환경연구원북부지원-11936,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 북부청사,,,,2024-08-05,구리시 수택동 437-20,0,,0,1
,2792400227-03,2024-08-05,실내공기질/실내공기질/기존공동주택,,S3 환기구 집수정,경기도,철도건설과장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,철도건설과-10659,2024-08-01,경기도보건환경연구원북부지원-11936,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 북부청사,,,,2024-08-05,구리시 인창동 134-1,0,,0,1
,2792400227-04,2024-08-05,실내공기질/실내공기질/기존공동주택,,S4 환기구 집수정,경기도,철도건설과장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,철도건설과-10659,2024-08-01,경기도보건환경연구원북부지원-11936,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 북부청사,,,,2024-08-05,구리시 사노동 217-20,0,,0,1
,2792400227-05,2024-08-05,실내공기질/실내공기질/기존공동주택,,별내역 집수정,경기도,철도건설과장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,철도건설과-10659,2024-08-01,경기도보건환경연구원북부지원-11936,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 북부청사,,,,2024-08-05,남양주시 경춘북로 375,0,,0,1
,2792400228-01,2024-08-06,실내공기질/실내공기질/신축공동주택,탄현역지역주택조합 공동주택 신축공사,101동 203호,고양시,고양시장,,결과승인완료,0,,,,,2024-08-19,관원,,,상기실험확인함,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-12296,2024-08-19,2024-08-19,대기환경팀(B),조의호,,,,,,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-08-06,경기도 고양시 일산서구 덕이동 205번지,0,,0,9
,2792400228-02,2024-08-06,실내공기질/실내공기질/신축공동주택,탄현역지역주택조합 공동주택 신축공사,101동 204호,고양시,고양시장,,결과승인완료,0,,,,,2024-08-19,관원,,,상기실험확인함,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-12296,2024-08-19,2024-08-19,대기환경팀(B),조의호,,,,,,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-08-06,경기도 고양시 일산서구 덕이동 205번지,0,,0,9
,2792400228-03,2024-08-06,실내공기질/실내공기질/신축공동주택,탄현역지역주택조합 공동주택 신축공사,102동 2201호,고양시,고양시장,,결과승인완료,1,라돈(밀폐),,,,2024-08-19,관원,,,부적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-12296,2024-08-19,2024-08-19,대기환경팀(B),조의호,,,,,,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-08-06,경기도 고양시 일산서구 덕이동 205번지,0,,0,9
,2792400228-04,2024-08-06,실내공기질/실내공기질/신축공동주택,탄현역지역주택조합 공동주택 신축공사,102동 2202호,고양시,고양시장,,결과승인완료,1,라돈(밀폐),,,,2024-08-19,관원,,,부적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-12296,2024-08-19,2024-08-19,대기환경팀(B),조의호,,,,,,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-08-06,경기도 고양시 일산서구 덕이동 205번지,0,,0,9
,2792400228-05,2024-08-06,실내공기질/실내공기질/신축공동주택,탄현역지역주택조합 공동주택 신축공사,103동 3203호,고양시,고양시장,,결과승인완료,0,,,,,2024-08-19,관원,,,상기실험확인함,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-12296,2024-08-19,2024-08-19,대기환경팀(B),조의호,,,,,,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-08-06,경기도 고양시 일산서구 덕이동 205번지,0,,0,9
,2792400228-06,2024-08-06,실내공기질/실내공기질/신축공동주택,탄현역지역주택조합 공동주택 신축공사,103동 3204호,고양시,고양시장,,결과승인완료,0,,,,,2024-08-19,관원,,,상기실험확인함,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-12296,2024-08-19,2024-08-19,대기환경팀(B),조의호,,,,,,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-08-06,경기도 고양시 일산서구 덕이동 205번지,0,,0,9
,2792400229-01,2024-08-12,실내공기질/실내공기질/나,경기도북부청사어린이집,본관1층 복도,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-22,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12566,2024-08-22,2024-08-22,대기환경팀(B),조의호,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-08-12,경기도 의정부시 청사로 1,0,,0,5
,2792400229-02,2024-08-12,실내공기질/실내공기질/나,경기도북부청사어린이집,신관유희실,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-22,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12566,2024-08-22,2024-08-22,대기환경팀(B),조의호,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-08-12,경기도 의정부시 청사로 1,0,,0,5
,4792400018-01,2024-08-07,대기및악취/지도점검/대 기,,(주)자연지기,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-08-13,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-12046,2024-08-13,2024-08-13,대기환경팀(B),김재광,,,,,부숙유기질비료 제조시설,경기도 의정부시 청사로 1,,,,2024-08-07,경기 포천시 영중면 가영로 429-24 (주) 자연지기,6,2024-08-14,0,1
,4792400018-02,2024-08-07,대기및악취/지도점검/대 기,,포천 축협 산업협동조합,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-08-13,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-12046,2024-08-13,2024-08-13,대기환경팀(B),김재광,,,,,부숙유기질비료 제조시설,경기도 의정부시 청사로 1,,,,2024-08-07,경기 포천시 창수면 가영로 352 포천 축협 산업협동조합,6,2024-08-14,0,1
,2792400230-01,2024-08-12,실내공기질/실내공기질/나,짐랜드어린이집,1층 로비,포천시,포천시장,,결과승인완료,1,총부유세균,,,,2024-08-16,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-12209,2024-08-16,2024-08-16,대기환경팀(B),조의호,,,,,,경기 포천시 중앙로 92 (신읍동),,,,2024-08-12,경기도 포천시 송선로 203,0,,0,1
,2792400230-02,2024-08-12,실내공기질/실내공기질/나,짐랜드어린이집,3층 강당,포천시,포천시장,,결과승인완료,0,,,,,2024-08-16,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-12209,2024-08-16,2024-08-16,대기환경팀(B),조의호,,,,,,경기 포천시 중앙로 92 (신읍동),,,,2024-08-12,경기도 포천시 송선로 203,0,,0,1
,2792400231-01,2024-08-12,실내공기질/실내공기질/나,연세하늘병원,1층로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-16,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12207,2024-08-16,2024-08-16,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-08-12,경기도 의정부시 평화로 704,0,,0,1
,2792400231-02,2024-08-12,실내공기질/실내공기질/나,연세하늘병원,5층로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-16,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12207,2024-08-16,2024-08-16,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-08-12,경기도 의정부시 평화로 704,0,,0,1
,2792400232-01,2024-08-13,대기및악취/지도점검/대 기,대진도장,1호기,파주시 푸른환경사업본부,파주시푸른환경사업본부장,,결과승인완료,0,,,,,2024-08-13,관원,,,적합,환경지도과-26513,2024-07-24,경기도보건환경연구원북부지원-12099,2024-08-13,2024-08-13,대기환경팀(B),위효빈,,,,,도장 및 건조시설,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-08-13,경기 파주시 조리읍 장곡로 120 대진도장,0,,0,1
,2792400233-01,2024-08-13,대기및악취/지도점검/대 기,뉴텍,1호기,파주시 푸른환경사업본부,파주시푸른환경사업본부장,,결과승인완료,0,,,,,2024-08-13,관원,,,적합,환경지도과-26513,2024-07-24,경기도보건환경연구원북부지원-12099,2024-08-13,2024-08-13,대기환경팀(B),위효빈,,,,,도장 및 기타피막처리,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-08-13,경기 파주시 조리읍 은골길 299 뉴텍,0,,0,1
,2792400234-01,2024-08-14,대기및악취/자체개선/대 기,(주)성진텍스타일,(주)성진텍스타일,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후환경관리과-22806,2024-08-05,경기도보건환경연구원북부지원-12811,2024-08-27,2024-08-27,대기환경팀(B),김재광,,,,,소각시설(195kg/hr),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-08-14,경기 양주시 은현면 용암로 237 (주)성진텍스타일,12,2024-08-30,0,11
,2792400235-01,2024-08-12,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-8(1)-1,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-20,관원,,,적합,기후에너지과-38284,2024-08-16,경기도보건환경연구원북부지원-12420,2024-08-20,2024-08-20,대기환경팀(B),위효빈,,,,,도장시설(19.32m3) 및 건조시설(2.34m3)2기,경기 남양주시 경춘로 1037 (금곡동),,,,2024-08-12,배출구 측정공,0,,0,2
,2792400236-01,2024-07-24,유황/지도점검/B-C유,,기-24-01,양주시,양주시장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후에너지과-24288,2024-07-25,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-07-24,,40,2024-09-23,0,1
,2792400236-02,2024-07-24,유황/지도점검/B-C유,,기-24-02,양주시,양주시장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후에너지과-24288,2024-07-25,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-07-24,,40,2024-09-23,0,1
,2792400236-03,2024-07-24,유황/지도점검/B-C유,,기-24-03,양주시,양주시장,,결과승인완료,1,유류 중 황함유량,,,,2024-08-27,관원,,,부적합,기후에너지과-24288,2024-07-25,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-07-24,,40,2024-09-23,0,1
,2792400236-04,2024-07-24,유황/지도점검/B-C유,,기-24-04,양주시,양주시장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후에너지과-24288,2024-07-25,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-07-24,,40,2024-09-23,0,1
,2792400236-05,2024-07-24,유황/지도점검/B-C유,,기-24-05,양주시,양주시장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후에너지과-24288,2024-07-25,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-07-24,,40,2024-09-23,0,1
,2792400237-01,2024-07-25,유황/지도점검/B-C유,,기-24-06,양주시,양주시장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후에너지과-24378,2024-07-25,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-07-25,,40,2024-09-24,0,1
,2792400238-01,2024-08-06,유황/지도점검/B-C유,,기-24-07,양주시,양주시장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후에너지과-25915,2024-08-07,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기도 양주시 부흥로 1533,,,,2024-08-06,,40,2024-10-07,0,1
,2792400239-01,2024-08-13,유황/지도점검/기타,,2-5-8-1,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-08-27,관원,,,적합,기후환경관리과-23825,2024-08-13,,,2024-08-27,대기환경팀(B),김찬혁,,,,,,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-08-13,,40,2024-10-15,0,1
,2792400240-01,2024-08-22,대기및악취/지도점검/대 기,(주)명성산업,(주)명성산업,파주시 푸른환경사업본부,파주시푸른환경사업본부장,,결과승인완료,0,,,,,2024-08-22,관원,,,적합,환경지도과-26513,2024-07-24,경기도보건환경연구원북부지원-12571,2024-08-22,2024-08-22,대기환경팀(B),민선웅,,,,,"도장,건조,탈지시설",경기 파주시 시민회관길 16-11 (금촌동),,,,2024-08-20,경기 파주시 광탄면 보광로 601-19 배출시설 측정공,20,2024-09-23,0,1
